term,crn,catalog_id,section,credits,title,meetings,timecodes,primary_instructor,instructors,cap,act,rem
Fall2023,97238,ACCT 1011,14,3.000,Introduction to Financial Accounting,"[{'days': 'TF', 'times': '1230pm-0145pm', 'dates': '09/05-12/11', 'location': 'DSBN 201'}]",['TF 1230pm-0145pm 09/05-12/11 DSBN 201'],Jo Ann   Drusbosky,Jo Ann   Drusbosky (P),32,30,2
Fall2023,98524,ACCT 1011,15,3.000,Introduction to Financial Accounting,"[{'days': 'TF', 'times': '0200pm-0315pm', 'dates': '09/05-12/11', 'location': 'DSBN 111'}]",['TF 0200pm-0315pm 09/05-12/11 DSBN 111'],Jo Ann   Drusbosky,Jo Ann   Drusbosky (P),32,32,0
Fall2023,98526,ACCT 1011,17,3.000,Introduction to Financial Accounting,"[{'days': 'TR', 'times': '0500pm-0615pm', 'dates': '09/05-12/11', 'location': 'DSBN 110'}]",['TR 0500pm-0615pm 09/05-12/11 DSBN 110'],Michael P.  Coyne,Michael P.  Coyne (P),32,28,4
Fall2023,98527,ACCT 1011,18,3.000,Introduction to Financial Accounting,"[{'days': 'MW', 'times': '0500pm-0615pm', 'dates': '09/05-12/11', 'location': 'DSBN 110'}]",['MW 0500pm-0615pm 09/05-12/11 DSBN 110'],Geoffrey Anthony  Cook,Geoffrey Anthony  Cook (P),32,32,0
Fall2023,98528,ACCT 1011,19,3.000,Introduction to Financial Accounting,"[{'days': 'MW', 'times': '0630pm-0745pm', 'dates': '09/05-12/11', 'location': 'DSBN 112'}]",['MW 0630pm-0745pm 09/05-12/11 DSBN 112'],Daniel Joseph  Van Hise,Daniel Joseph  Van Hise (P),32,26,6
Fall2023,98529,ACCT 1011,20,3.000,Introduction to Financial Accounting,"[{'days': 'TF', 'times': '0800am-0915am', 'dates': '09/05-12/11', 'location': 'DSBN 113'}]",['TF 0800am-0915am 09/05-12/11 DSBN 113'],Han   Yan,Han   Yan (P),32,30,2
Fall2023,98710,ACCT 1011,21,3.000,Introduction to Financial Accounting,"[{'days': 'TF', 'times': '0930am-1045am', 'dates': '09/05-12/11', 'location': 'DSBN 111'}]",['TF 0930am-1045am 09/05-12/11 DSBN 111'],Han   Yan,Han   Yan (P),32,31,1
Fall2023,99411,ACCT 1011,22,3.000,Introduction to Financial Accounting,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '09/05-12/11', 'location': 'DSBN 110'}]",['MR 0930am-1045am 09/05-12/11 DSBN 110'],Kara E.  Hunter,Kara E.  Hunter (P),32,31,1
Fall2023,99412,ACCT 1011,23,3.000,Introduction to Financial Accounting,"[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '09/05-12/11', 'location': 'DSBN 111'}]",['MR 1100am-1215pm 09/05-12/11 DSBN 111'],Kara E.  Hunter,Kara E.  Hunter (P),32,32,0
Fall2023,99413,ACCT 1011,24,3.000,Introduction to Financial Accounting,"[{'days': 'MR', 'times': '1230pm-0145pm', 'dates': '09/05-12/11', 'location': 'DSBN 110'}]",['MR 1230pm-0145pm 09/05-12/11 DSBN 110'],Jonathan   DiYorio,Jonathan   DiYorio (P),32,32,0
Fall2023,99414,ACCT 1011,25,3.000,Introduction to Financial Accounting,"[{'days': 'MR', 'times': '0200pm-0315pm', 'dates': '09/05-12/11', 'location': 'DSBN 110'}]",['MR 0200pm-0315pm 09/05-12/11 DSBN 110'],Heather   Baiye,Heather   Baiye (P),32,32,0
Fall2023,97240,ACCT 1012,02,3.000,Introduction to Management Accounting,"[{'days': 'MR', 'times': '0330pm-0445pm', 'dates': '09/05-12/11', 'location': 'DSBN 204'}]",['MR 0330pm-0445pm 09/05-12/11 DSBN 204'],Joan L.  Lee,Joan L.  Lee (P),25,30,-5
Fall2023,98192,ACCT 1012,03,3.000,Introduction to Management Accounting,"[{'days': 'MW', 'times': '0500pm-0615pm', 'dates': '09/05-12/11', 'location': 'DSBN 112'}]",['MW 0500pm-0615pm 09/05-12/11 DSBN 112'],Dawn W  Massey,Dawn W  Massey (P),25,31,-6
Fall2023,97241,ACCT 2203,01,3.000,Intermediate Accounting I,"[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '09/05-12/11', 'location': 'DSBN 110'}]",['MR 1100am-1215pm 09/05-12/11 DSBN 110'],Rebecca I.  Bloch,Rebecca I.  Bloch (P),25,29,-4
Fall2023,97242,ACCT 2203,02,3.000,Intermediate Accounting I,"[{'days': 'MR', 'times': '1230pm-0145pm', 'dates': '09/05-12/11', 'location': 'DSBN 206'}]",['MR 1230pm-0145pm 09/05-12/11 DSBN 206'],Rebecca I.  Bloch,Rebecca I.  Bloch (P),25,31,-6
Fall2023,97243,ACCT 2203,03,3.000,Intermediate Accounting I,"[{'days': 'TF', 'times': '0800am-0915am', 'dates': '09/05-12/11', 'location': 'CNS 304'}]",['TF 0800am-0915am 09/05-12/11 CNS 304'],Scott M  Brenner,Scott M  Brenner (P),25,24,1
Fall2023,97244,ACCT 2203,04,3.000,Intermediate Accounting I,"[{'days': 'TF', 'times': '1230pm-0145pm', 'dates': '09/05-12/11', 'location': 'CNS 304'}]",['TF 1230pm-0145pm 09/05-12/11 CNS 304'],Scott M  Brenner,Scott M  Brenner (P),25,31,-6
Fall2023,97245,ACCT 2203,05,3.000,Intermediate Accounting I,"[{'days': 'TF', 'times': '0200pm-0315pm', 'dates': '09/05-12/11', 'location': 'DSBN 201'}]",['TF 0200pm-0315pm 09/05-12/11 DSBN 201'],Milo W.  Peck,Milo W.  Peck (P),25,25,0
Fall2023,97246,ACCT 2204,01,3.000,Intermediate Accounting II,"[{'days': 'MR', 'times': '0800am-0915am', 'dates': '09/05-12/11', 'location': 'DSBN 216'}]",['MR 0800am-0915am 09/05-12/11 DSBN 216'],Arleen N.  Kardos,Arleen N.  Kardos (P),20,13,7
Fall2023,98188,ACCT 2250,01,3.000,Role of Money and Accounting in Society,"[{'days': 'TF', 'times': '0200pm-0315pm', 'dates': '09/05-12/11', 'location': 'CNS 305'}]",['TF 0200pm-0315pm 09/05-12/11 CNS 305'],Scott M  Brenner,Scott M  Brenner (P),20,9,11
Fall2023,98109,ACCT 2980,01,1.000,Internship,[],[],Sarah Jennie  Bollinger,Sarah Jennie  Bollinger (P),30,0,30
Fall2023,99323,ACCT 3265,01,3.000,Enterprise-wide Accounting Systems: Design & Control,"[{'days': 'W', 'times': '0800am-1030am', 'dates': '09/05-12/11', 'location': 'DSBN 202'}]",['W 0800am-1030am 09/05-12/11 DSBN 202'],Han   Yan,Han   Yan (P),25,15,10
Fall2023,97247,ACCT 3320,01,3.000,Cost Management,"[{'days': 'MW', 'times': '0500pm-0615pm', 'dates': '09/05-12/11', 'location': 'DSBN 215'}]",['MW 0500pm-0615pm 09/05-12/11 DSBN 215'],Ahmed M.  Ebrahim,Ahmed M.  Ebrahim (P),25,24,1
Fall2023,97248,ACCT 3320,02,3.000,Cost Management,"[{'days': 'MW', 'times': '0630pm-0745pm', 'dates': '09/05-12/11', 'location': 'DMH 349'}]",['MW 0630pm-0745pm 09/05-12/11 DMH 349'],Ahmed M.  Ebrahim,Ahmed M.  Ebrahim (P),25,15,10
Fall2023,97873,ACCT 3320,03,3.000,Cost Management,"[{'days': 'TR', 'times': '0500pm-0615pm', 'dates': '09/05-12/11', 'location': 'DSBN 202'}]",['TR 0500pm-0615pm 09/05-12/11 DSBN 202'],Lynn   Scully,Lynn   Scully (P),25,26,-1
Fall2023,97249,ACCT 3330,01,3.000,Auditing,"[{'days': 'R', 'times': '0630pm-0900pm', 'dates': '09/05-12/11', 'location': 'DSBN 101'}]",['R 0630pm-0900pm 09/05-12/11 DSBN 101'],Thomas J.  Sciametta,"Thomas J.  Sciametta (P), Devon McLaughlin  Brady ",25,23,2
Fall2023,97250,ACCT 3330,02,3.000,Auditing,"[{'days': 'TF', 'times': '0800am-0915am', 'dates': '09/05-12/11', 'location': 'DSBN 212'}]",['TF 0800am-0915am 09/05-12/11 DSBN 212'],Brett Joseph  Yacoviello,Brett Joseph  Yacoviello (P),25,25,0
Fall2023,97251,ACCT 3343,01,3.000,Federal Income Taxation I,"[{'days': 'TF', 'times': '0930am-1045am', 'dates': '09/05-12/11', 'location': 'DSBN 110'}]",['TF 0930am-1045am 09/05-12/11 DSBN 110'],Milo W.  Peck,Milo W.  Peck (P),25,24,1
Fall2023,97252,ACCT 3343,02,3.000,Federal Income Taxation I,"[{'days': 'TF', 'times': '1100am-1215pm', 'dates': '09/05-12/11', 'location': 'DSBN 113'}]",['TF 1100am-1215pm 09/05-12/11 DSBN 113'],Milo W.  Peck,Milo W.  Peck (P),25,25,0
Fall2023,99308,ACCT 3343,03,3.000,Federal Income Taxation I,"[{'days': 'TF', 'times': '0800am-0915am', 'dates': '09/05-12/11', 'location': 'DSBN 201'}]",['TF 0800am-0915am 09/05-12/11 DSBN 201'],Jo Ann   Drusbosky,Jo Ann   Drusbosky (P),25,29,-4
Fall2023,97874,ACCT 3980,01,3.000,Internship,[],[],Sarah Jennie  Bollinger,Sarah Jennie  Bollinger (P),20,5,15
Fall2023,97254,ACCT 4310,01,3.000,Advanced Accounting,"[{'days': 'W', 'times': '1100am-0130pm', 'dates': '09/05-12/11', 'location': 'DSBN 204'}]",['W 1100am-0130pm 09/05-12/11 DSBN 204'],Kristen Ann  Tharrington,Kristen Ann  Tharrington (P),20,22,-2
Fall2023,98115,ACCT 4310,02,3.000,Advanced Accounting,"[{'days': 'W', 'times': '0200pm-0430pm', 'dates': '09/05-12/11', 'location': 'DSBN 204'}]",['W 0200pm-0430pm 09/05-12/11 DSBN 204'],Kristen Ann  Tharrington,Kristen Ann  Tharrington (P),20,22,-2
Fall2023,98116,ACCT 6500,01,3.000,Accounting Information for Decision-Making,"[{'days': 'T', 'times': '0630pm-0930pm', 'dates': '09/05-12/20', 'location': 'TBA'}]",['T 0630pm-0930pm 09/05-12/20 TBA'],Ahmed M.  Ebrahim,Ahmed M.  Ebrahim (P),28,20,8
Fall2023,97852,ACCT 6515,01,3.000,Property Transactions: Regulatory and Tax Issues,"[{'days': 'T', 'times': '0630pm-0930pm', 'dates': '09/05-12/20', 'location': 'MCA 204'}]",['T 0630pm-0930pm 09/05-12/20 MCA 204'],Richard   Barry,Richard   Barry (P),15,17,-2
Fall2023,98231,ACCT 6515,03,3.000,Property Transactions: Regulatory and Tax Issues,"[{'days': 'T', 'times': '0630pm-0930pm', 'dates': '09/05-12/20', 'location': 'MCA 102'}]",['T 0630pm-0930pm 09/05-12/20 MCA 102'],Milo William  Peck,Milo William  Peck (P),15,20,-5
Fall2023,99226,ACCT 6560,01,3.000,Audit Issues in a Global Environment,"[{'days': 'M', 'times': '0750am-1050am', 'dates': '09/05-12/20', 'location': 'CONF 1109A'}]",['M 0750am-1050am 09/05-12/20 CONF 1109A'],Alfred   Yebba,Alfred   Yebba (P),20,11,9
Fall2023,99227,ACCT 6560,02,3.000,Audit Issues in a Global Environment,"[{'days': 'R', 'times': '0750am-1050am', 'dates': '09/05-12/20', 'location': 'CONF 1109A'}]",['R 0750am-1050am 09/05-12/20 CONF 1109A'],Alfred   Yebba,Alfred   Yebba (P),20,13,7
Fall2023,99228,ACCT 6560,03,3.000,Audit Issues in a Global Environment,"[{'days': 'M', 'times': '0150pm-0450pm', 'dates': '09/05-12/20', 'location': 'CONF 1109A'}]",['M 0150pm-0450pm 09/05-12/20 CONF 1109A'],Alfred   Yebba,Alfred   Yebba (P),20,18,2
Fall2023,97255,ACCT 6570,01,3.000,Issues in Accounting Ethics,"[{'days': 'R', 'times': '0630pm-0930pm', 'dates': '09/05-12/20', 'location': 'MCA 204'}]",['R 0630pm-0930pm 09/05-12/20 MCA 204'],Jenna Marie  Allegretto,Jenna Marie  Allegretto (P),20,20,0
Fall2023,97256,ACCT 6570,02,3.000,Issues in Accounting Ethics,"[{'days': 'M', 'times': '1050am-0150pm', 'dates': '09/05-12/20', 'location': 'MCA 101'}]",['M 1050am-0150pm 09/05-12/20 MCA 101'],Joan L.  Lee,Joan L.  Lee (P),20,21,-1
Fall2023,97257,ACCT 6570,03,3.000,Issues in Accounting Ethics,"[{'days': 'R', 'times': '1050am-0150pm', 'dates': '09/05-12/20', 'location': 'MCA 101'}]",['R 1050am-0150pm 09/05-12/20 MCA 101'],Joan L.  Lee,Joan L.  Lee (P),20,21,-1
Fall2023,97854,ACCT 6585,01,3.000,Effective Communications for Accounting Professionals,"[{'days': 'W', 'times': '0735am-1035am', 'dates': '09/05-12/20', 'location': 'DSBN 110'}]",['W 0735am-1035am 09/05-12/20 DSBN 110'],Kathi M.  Mettler,Kathi M.  Mettler (P),20,12,8
Fall2023,97258,ACCT 6970,01,3.000,Research on Contemporary Issues in Accounting,"[{'days': 'W', 'times': '1040am-0140pm', 'dates': '09/05-12/20', 'location': 'DSBN 112'}]",['W 1040am-0140pm 09/05-12/20 DSBN 112'],Dawn W  Massey,Dawn W  Massey (P),20,22,-2
Fall2023,97259,ACCT 6970,02,3.000,Research on Contemporary Issues in Accounting,"[{'days': 'W', 'times': '0150pm-0450pm', 'dates': '09/05-12/20', 'location': 'DSBN 112'}]",['W 0150pm-0450pm 09/05-12/20 DSBN 112'],Dawn W  Massey,Dawn W  Massey (P),20,22,-2
Fall2023,98055,AMST 2201,01,3.000,Roots of American Culture,"[{'days': 'TF', 'times': '1100am-1215pm', 'dates': '09/05-12/11', 'location': 'CNS 203'}]",['TF 1100am-1215pm 09/05-12/11 CNS 203'],Johanna   Garvey,Johanna   Garvey (P),20,18,2
Fall2023,98804,AMST 3990,01,3.000,Independent Research Project,[],[],Lydia E. N.  Ciollo,Lydia E. N.  Ciollo (P),2,2,0
Fall2023,98802,AMST 5990,01,3.000,Independent Study,[],[],Lydia E. N.  Ciollo,Lydia E. N.  Ciollo (P),4,1,3
Fall2023,98973,AMST 5999,01,3.000,American Studies Graduate Project,[],[],Lydia E. N.  Ciollo,Lydia E. N.  Ciollo (P),5,0,5
Fall2023,98504,DATA 1101,01,3.000,Business Analytics,"[{'days': 'MR', 'times': '0800am-0915am', 'dates': '09/05-12/11', 'location': 'DSBN 202'}]",['MR 0800am-0915am 09/05-12/11 DSBN 202'],Illya   Mowerman,Illya   Mowerman (P),25,25,0
Fall2023,98505,DATA 1101,02,3.000,Business Analytics,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '09/05-12/11', 'location': 'DSBN L11'}]",['MR 0930am-1045am 09/05-12/11 DSBN L11'],Illya   Mowerman,Illya   Mowerman (P),25,26,-1
Fall2023,98506,DATA 1101,03,3.000,Business Analytics,"[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '09/05-12/11', 'location': 'NYS 101'}]",['MR 1100am-1215pm 09/05-12/11 NYS 101'],Illya   Mowerman,Illya   Mowerman (P),20,20,0
Fall2023,98507,DATA 1101,04,3.000,Business Analytics,"[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '09/05-12/11', 'location': 'NYS 101'}]",['MR 1100am-1215pm 09/05-12/11 NYS 101'],Illya   Mowerman,Illya   Mowerman (P),20,19,1
Fall2023,98508,DATA 1101,05,3.000,Business Analytics,"[{'days': 'MR', 'times': '1230pm-0145pm', 'dates': '09/05-12/11', 'location': 'DSBN 112'}]",['MR 1230pm-0145pm 09/05-12/11 DSBN 112'],Illya   Mowerman,Illya   Mowerman (P),25,25,0
Fall2023,98509,DATA 1101,06,3.000,Business Analytics,"[{'days': 'MR', 'times': '0200pm-0315pm', 'dates': '09/05-12/11', 'location': 'DSBN 216'}]",['MR 0200pm-0315pm 09/05-12/11 DSBN 216'],Xin Xin   He,Xin Xin   He (P),25,25,0
Fall2023,98510,DATA 1101,07,3.000,Business Analytics,"[{'days': 'MR', 'times': '0330pm-0445pm', 'dates': '09/05-12/11', 'location': 'DSBN L11'}]",['MR 0330pm-0445pm 09/05-12/11 DSBN L11'],Xin Xin   He,Xin Xin   He (P),25,25,0
Fall2023,98511,DATA 1101,08,3.000,Business Analytics,"[{'days': 'TF', 'times': '0800am-0915am', 'dates': '09/05-12/11', 'location': 'DSBN L11'}]",['TF 0800am-0915am 09/05-12/11 DSBN L11'],Howard   Bruck,Howard   Bruck (P),25,15,10
Fall2023,98512,DATA 1101,09,3.000,Business Analytics,"[{'days': 'TF', 'times': '0800am-0915am', 'dates': '09/05-12/11', 'location': 'NYS 106A'}]",['TF 0800am-0915am 09/05-12/11 NYS 106A'],Joyce   Brown,Joyce   Brown (P),25,13,12
Fall2023,98513,DATA 1101,10,3.000,Business Analytics,"[{'days': 'TF', 'times': '0930am-1045am', 'dates': '09/05-12/11', 'location': 'NYS 101'}]",['TF 0930am-1045am 09/05-12/11 NYS 101'],Thomas F.  McCabe,Thomas F.  McCabe (P),25,24,1
Fall2023,98514,DATA 1101,11,3.000,Business Analytics,"[{'days': 'TF', 'times': '0930am-1045am', 'dates': '09/05-12/11', 'location': 'NYS 101'}]",['TF 0930am-1045am 09/05-12/11 NYS 101'],Thomas F.  McCabe,Thomas F.  McCabe (P),25,25,0
Fall2023,98515,DATA 1101,12,3.000,Business Analytics,"[{'days': 'TF', 'times': '1100am-1215pm', 'dates': '09/05-12/11', 'location': 'DSBN 212'}]",['TF 1100am-1215pm 09/05-12/11 DSBN 212'],Howard   Bruck,Howard   Bruck (P),25,24,1
Fall2023,98516,DATA 1101,13,3.000,Business Analytics,"[{'days': 'TF', 'times': '1230pm-0145pm', 'dates': '09/05-12/11', 'location': 'DSBN 218'}]",['TF 1230pm-0145pm 09/05-12/11 DSBN 218'],Lin   Lu,Lin   Lu (P),25,25,0
Fall2023,98517,DATA 1101,14,3.000,Business Analytics,"[{'days': 'TF', 'times': '0200pm-0315pm', 'dates': '09/05-12/11', 'location': 'CNS 301'}]",['TF 0200pm-0315pm 09/05-12/11 CNS 301'],Mauro   Hauptmann,Mauro   Hauptmann (P),25,13,12
Fall2023,99211,DATA 1101,15,3.000,Business Analytics,"[{'days': 'TF', 'times': '0330pm-0445pm', 'dates': '09/05-12/11', 'location': 'CONF 2109A'}]",['TF 0330pm-0445pm 09/05-12/11 CONF 2109A'],Mauro   Hauptmann,Mauro   Hauptmann (P),20,8,12
Fall2023,98927,DATA 1101L,01,0.000,Excel Certification Lab,"[{'days': 'W', 'times': '0930am-1000am', 'dates': '09/05-12/11', 'location': 'DSBN 217'}]",['W 0930am-1000am 09/05-12/11 DSBN 217'],Yue   Pu,Yue   Pu (P),30,27,3
Fall2023,98928,DATA 1101L,02,0.000,Excel Certification Lab,"[{'days': 'W', 'times': '1000am-1030am', 'dates': '09/05-12/11', 'location': 'DSBN 217'}]",['W 1000am-1030am 09/05-12/11 DSBN 217'],Yue   Pu,Yue   Pu (P),25,25,0
Fall2023,98929,DATA 1101L,03,0.000,Excel Certification Lab,"[{'days': 'W', 'times': '1030am-1100am', 'dates': '09/05-12/11', 'location': 'DSBN 217'}]",['W 1030am-1100am 09/05-12/11 DSBN 217'],Yue   Pu,Yue   Pu (P),30,30,0
Fall2023,98930,DATA 1101L,04,0.000,Excel Certification Lab,"[{'days': 'W', 'times': '1100am-1130am', 'dates': '09/05-12/11', 'location': 'DSBN 217'}]",['W 1100am-1130am 09/05-12/11 DSBN 217'],Yue   Pu,Yue   Pu (P),30,29,1
Fall2023,98931,DATA 1101L,05,0.000,Excel Certification Lab,"[{'days': 'W', 'times': '1230pm-0100pm', 'dates': '09/05-12/11', 'location': 'DSBN 217'}]",['W 1230pm-0100pm 09/05-12/11 DSBN 217'],Yue   Pu,Yue   Pu (P),30,29,1
Fall2023,98932,DATA 1101L,06,0.000,Excel Certification Lab,"[{'days': 'W', 'times': '0100pm-0130pm', 'dates': '09/05-12/11', 'location': 'DSBN 217'}]",['W 0100pm-0130pm 09/05-12/11 DSBN 217'],Yue   Pu,Yue   Pu (P),30,29,1
Fall2023,98933,DATA 1101L,07,0.000,Excel Certification Lab,"[{'days': 'W', 'times': '0130pm-0200pm', 'dates': '09/05-12/11', 'location': 'DSBN 217'}]",['W 0130pm-0200pm 09/05-12/11 DSBN 217'],Yue   Pu,Yue   Pu (P),30,24,6
Fall2023,98934,DATA 1101L,08,0.000,Excel Certification Lab,"[{'days': 'W', 'times': '0200pm-0230pm', 'dates': '09/05-12/11', 'location': 'DSBN 217'}]",['W 0200pm-0230pm 09/05-12/11 DSBN 217'],Yue   Pu,Yue   Pu (P),30,26,4
Fall2023,98935,DATA 1101L,09,0.000,Excel Certification Lab,"[{'days': 'R', 'times': '0930am-1000am', 'dates': '09/05-12/11', 'location': 'DSBN 217'}]",['R 0930am-1000am 09/05-12/11 DSBN 217'],Yue   Pu,Yue   Pu (P),25,12,13
Fall2023,98936,DATA 1101L,10,0.000,Excel Certification Lab,"[{'days': 'R', 'times': '1000am-1030am', 'dates': '09/05-12/11', 'location': 'DSBN 217'}]",['R 1000am-1030am 09/05-12/11 DSBN 217'],Yue   Pu,Yue   Pu (P),25,19,6
Fall2023,98937,DATA 1101L,11,0.000,Excel Certification Lab,"[{'days': 'R', 'times': '1030am-1100am', 'dates': '09/05-12/11', 'location': 'DSBN 217'}]",['R 1030am-1100am 09/05-12/11 DSBN 217'],Yue   Pu,Yue   Pu (P),25,0,25
Fall2023,98938,DATA 1101L,12,0.000,Excel Certification Lab,"[{'days': 'R', 'times': '1100am-1130am', 'dates': '09/05-12/11', 'location': 'DSBN 217'}]",['R 1100am-1130am 09/05-12/11 DSBN 217'],Yue   Pu,Yue   Pu (P),25,23,2
Fall2023,98939,DATA 1101L,13,0.000,Excel Certification Lab,"[{'days': 'R', 'times': '1230pm-0100pm', 'dates': '09/05-12/11', 'location': 'DSBN 217'}]",['R 1230pm-0100pm 09/05-12/11 DSBN 217'],Yue   Pu,Yue   Pu (P),25,20,5
Fall2023,98940,DATA 1101L,14,0.000,Excel Certification Lab,"[{'days': 'R', 'times': '0100pm-0130pm', 'dates': '09/05-12/11', 'location': 'DSBN 217'}]",['R 0100pm-0130pm 09/05-12/11 DSBN 217'],Yue   Pu,Yue   Pu (P),25,17,8
Fall2023,99212,DATA 1101L,15,0.000,Excel Certification Lab,"[{'days': 'R', 'times': '0130pm-0200pm', 'dates': '09/05-12/11', 'location': 'DSBN 217'}]",['R 0130pm-0200pm 09/05-12/11 DSBN 217'],Yue   Pu,Yue   Pu (P),25,2,23
Fall2023,99213,DATA 2140,01,3.000,Project Management,"[{'days': 'TF', 'times': '0930am-1045am', 'dates': '09/05-12/11', 'location': 'DSBN 105'}]",['TF 0930am-1045am 09/05-12/11 DSBN 105'],Howard   Bruck,Howard   Bruck (P),20,18,2
Fall2023,98184,DATA 2980,01,1.000,Internship,[],[],Sarah Jennie  Bollinger,Sarah Jennie  Bollinger (P),30,0,30
Fall2023,98195,DATA 3210,01,3.000,Business Analytics Methods,"[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '09/05-12/11', 'location': 'DSB 104A'}]",['MR 1100am-1215pm 09/05-12/11 DSB 104A'],Patrick S.  Lee,Patrick S.  Lee (P),25,25,0
Fall2023,98196,DATA 3210,02,3.000,Business Analytics Methods,"[{'days': 'MR', 'times': '0200pm-0315pm', 'dates': '09/05-12/11', 'location': 'DSBN 204'}]",['MR 0200pm-0315pm 09/05-12/11 DSBN 204'],Patrick S.  Lee,Patrick S.  Lee (P),25,25,0
Fall2023,98197,DATA 3210,03,3.000,Business Analytics Methods,"[{'days': 'MR', 'times': '0330pm-0445pm', 'dates': '09/05-12/11', 'location': 'DSBN 110'}]",['MR 0330pm-0445pm 09/05-12/11 DSBN 110'],Patrick S.  Lee,Patrick S.  Lee (P),25,17,8
Fall2023,98198,DATA 3260,01,3.000,Database Systems,"[{'days': 'TF', 'times': '0930am-1045am', 'dates': '09/05-12/11', 'location': 'DSBN 206'}]",['TF 0930am-1045am 09/05-12/11 DSBN 206'],Noah Daniel  Wollowick,Noah Daniel  Wollowick (P),25,23,2
