term,crn,catalog_id,section,credits,title,meetings,timecodes,primary_instructor,instructors,cap,act,rem
Fall2014,72901,CL 0116,A,3.000,Roman Civilization,"[{'days': 'TF', 'times': '1100am-1215pm', 'dates': '09/02-12/08', 'location': 'CNS 15'}]",['TF 1100am-1215pm 09/02-12/08 CNS 15'],Giovanni R.  Ruffini,Giovanni R.  Ruffini (P),25,26,-1
Fall2014,72902,CL 0116,B,3.000,Roman Civilization,"[{'days': 'TF', 'times': '0200pm-0315pm', 'dates': '09/02-12/08', 'location': 'CNS 202'}]",['TF 0200pm-0315pm 09/02-12/08 CNS 202'],Giovanni R.  Ruffini,Giovanni R.  Ruffini (P),25,22,3
Fall2014,72903,CL 0223,A,3.000,"The Roman World in Late Antiquity, 284-642 AD","[{'days': 'TF', 'times': '0330pm-0445pm', 'dates': '09/02-12/08', 'location': 'CNS 202'}]",['TF 0330pm-0445pm 09/02-12/08 CNS 202'],Giovanni R.  Ruffini,Giovanni R.  Ruffini (P),5,4,1
Fall2014,70223,CO 0100,B,3.000,Human Communication Theories,"[{'days': 'TF', 'times': '0200pm-0315pm', 'dates': '09/02-12/08', 'location': 'DMH 348'}]",['TF 0200pm-0315pm 09/02-12/08 DMH 348'],Niall P.  Brennan,Niall P.  Brennan (P),25,24,1
Fall2014,70203,CO 0100,C,3.000,Human Communication Theories,"[{'days': 'TWF', 'times': '1100am-1150am', 'dates': '09/02-12/08', 'location': 'CNS 10'}]",['TWF 1100am-1150am 09/02-12/08 CNS 10'],Mary Sallyanne   Ryan,Mary Sallyanne   Ryan (P),25,25,0
Fall2014,70202,CO 0100,C01,3.000,Human Communication Theories,"[{'days': 'TF', 'times': '0930am-1020am', 'dates': '09/02-12/08', 'location': 'CNS 10'}, {'days': 'W', 'times': '0900am-0950am', 'dates': '09/02-12/08', 'location': 'CNS 10'}]","['TF 0930am-1020am 09/02-12/08 CNS 10', 'W 0900am-0950am 09/02-12/08 CNS 10', 'W 0900am-0950am 09/02-12/08 CNS 10']",Mary Sallyanne   Ryan,Mary Sallyanne   Ryan (P),0,22,-22
Fall2014,71696,CO 0100,D,3.000,Human Communication Theories,"[{'days': 'TF', 'times': '0330pm-0445pm', 'dates': '09/02-12/08', 'location': 'DMH 348'}]",['TF 0330pm-0445pm 09/02-12/08 DMH 348'],Niall P.  Brennan,Niall P.  Brennan (P),25,21,4
Fall2014,70204,CO 0101,A,3.000,Argument and Advocacy,"[{'days': 'MR', 'times': '0800am-0915am', 'dates': '09/02-12/08', 'location': 'CNS 204'}]",['MR 0800am-0915am 09/02-12/08 CNS 204'],Christopher P.  D'Amico,Christopher P.  D'Amico (P),16,16,0
Fall2014,70205,CO 0101,B,3.000,Argument and Advocacy,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '09/02-12/08', 'location': 'CNS 204'}]",['MR 0930am-1045am 09/02-12/08 CNS 204'],Christopher P.  D'Amico,Christopher P.  D'Amico (P),16,15,1
Fall2014,71400,CO 0101,C,3.000,Argument and Advocacy,"[{'days': 'TF', 'times': '1230pm-0145pm', 'dates': '09/02-12/08', 'location': 'CNS 204'}]",['TF 1230pm-0145pm 09/02-12/08 CNS 204'],Julie Scher  Smith,Julie Scher  Smith (P),16,16,0
Fall2014,71401,CO 0101,D,3.000,Argument and Advocacy,"[{'days': 'TF', 'times': '1100am-1215pm', 'dates': '09/02-12/08', 'location': 'CNS 204'}]",['TF 1100am-1215pm 09/02-12/08 CNS 204'],Julie Scher  Smith,Julie Scher  Smith (P),16,16,0
Fall2014,70294,CO 0101,E,3.000,Argument and Advocacy,"[{'days': 'M', 'times': '0630pm-0900pm', 'dates': '09/02-12/08', 'location': 'CNS 204'}]",['M 0630pm-0900pm 09/02-12/08 CNS 204'],Thomas   Larkin,Thomas   Larkin (P),14,12,2
Fall2014,72254,CO 0101,EEE,3.000,Argument and Advocacy,"[{'days': 'M', 'times': '0630pm-0900pm', 'dates': '09/02-12/08', 'location': 'CNS 204'}]",['M 0630pm-0900pm 09/02-12/08 CNS 204'],Thomas   Larkin,Thomas   Larkin (P),2,2,0
Fall2014,70656,CO 0130,B,3.000,Mass Media and Society,"[{'days': 'TF', 'times': '0930am-1045am', 'dates': '09/02-12/08', 'location': 'CNS 9'}]",['TF 0930am-1045am 09/02-12/08 CNS 9'],Steven D.  Yavner,Steven D.  Yavner (P),27,29,-2
Fall2014,70658,CO 0130,C,3.000,Mass Media and Society,"[{'days': 'R', 'times': '0700pm-0930pm', 'dates': '09/02-12/08', 'location': 'CNS 305'}]",['R 0700pm-0930pm 09/02-12/08 CNS 305'],Luiz G.  Duarte,Luiz G.  Duarte (P),23,20,3
Fall2014,73195,CO 0130,D,3.000,Mass Media and Society,"[{'days': 'TF', 'times': '1100am-1215pm', 'dates': '09/02-12/08', 'location': 'DMH 350'}]",['TF 1100am-1215pm 09/02-12/08 DMH 350'],Gisela   Gil-Egui,Gisela   Gil-Egui (P),27,26,1
Fall2014,70375,CO 0200,A,3.000,Interpersonal Communication Theories,"[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '09/02-12/08', 'location': 'CNS 203'}]",['MR 1100am-1215pm 09/02-12/08 CNS 203'],Audra Kate  Nuru,Audra Kate  Nuru (P),27,27,0
Fall2014,71131,CO 0200,B,3.000,Interpersonal Communication Theories,"[{'days': 'MR', 'times': '0200pm-0315pm', 'dates': '09/02-12/08', 'location': 'DMH 347'}]",['MR 0200pm-0315pm 09/02-12/08 DMH 347'],Audra Kate  Nuru,Audra Kate  Nuru (P),27,27,0
Fall2014,70306,CO 0220,A,3.000,Introduction to Organizational Communication,"[{'days': 'MR', 'times': '0200pm-0315pm', 'dates': '09/02-12/08', 'location': 'CNS 206'}]",['MR 0200pm-0315pm 09/02-12/08 CNS 206'],Colleen E.  Arendt,Colleen E.  Arendt (P),26,12,14
Fall2014,72908,CO 0231,A,3.000,Media Institutions,"[{'days': 'TF', 'times': '0930am-1045am', 'dates': '09/02-12/08', 'location': 'DMH 350'}]",['TF 0930am-1045am 09/02-12/08 DMH 350'],Gisela   Gil-Egui,Gisela   Gil-Egui (P),26,26,0
Fall2014,71973,CO 0237,A,3.000,"Sports, Media, and Culture","[{'days': 'TF', 'times': '1100am-1215pm', 'dates': '09/02-12/08', 'location': 'MCA 102'}]",['TF 1100am-1215pm 09/02-12/08 MCA 102'],Michael J.  Serazio,Michael J.  Serazio (P),27,30,-3
Fall2014,71974,CO 0237,B,3.000,"Sports, Media, and Culture","[{'days': 'TF', 'times': '1230pm-0145pm', 'dates': '09/02-12/08', 'location': 'MCA 102'}]",['TF 1230pm-0145pm 09/02-12/08 MCA 102'],Michael J.  Serazio,Michael J.  Serazio (P),27,27,0
Fall2014,72909,CO 0238,A,3.000,Communication and Popular Culture,"[{'days': 'R', 'times': '0500pm-0730pm', 'dates': '09/02-12/08', 'location': 'DMH 350'}]",['R 0500pm-0730pm 09/02-12/08 DMH 350'],David   Gudelunas,David   Gudelunas (P),27,23,4
Fall2014,72950,CO 0242,A,3.000,"Alcohol, Addiction and Culture","[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '09/02-12/08', 'location': 'DMH 348'}]",['MR 1100am-1215pm 09/02-12/08 DMH 348'],Margaret A.  Wills,Margaret A.  Wills (P),20,20,0
Fall2014,71403,CO 0248,A,3.000,Health Communication,"[{'days': 'MR', 'times': '0200pm-0315pm', 'dates': '09/02-12/08', 'location': 'CNS 202'}]",['MR 0200pm-0315pm 09/02-12/08 CNS 202'],Michael P.  Pagano,Michael P.  Pagano (P),35,17,18
Fall2014,70206,CO 0309,A,3.000,Reserach Projects in Communication: The Capstone,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '09/02-12/08', 'location': 'DMH 348'}]",['MR 0930am-1045am 09/02-12/08 DMH 348'],Margaret A.  Wills,Margaret A.  Wills (P),16,16,0
Fall2014,70207,CO 0309,B,3.000,Reserach Projects in Communication: The Capstone,"[{'days': 'MR', 'times': '0200pm-0315pm', 'dates': '09/02-12/08', 'location': 'DMH 348'}]",['MR 0200pm-0315pm 09/02-12/08 DMH 348'],Margaret A.  Wills,Margaret A.  Wills (P),16,15,1
Fall2014,70266,CO 0309,C,3.000,Reserach Projects in Communication: The Capstone,"[{'days': 'MR', 'times': '1230pm-0145pm', 'dates': '09/02-12/08', 'location': 'CNS 2'}]",['MR 1230pm-0145pm 09/02-12/08 CNS 2'],Qin   Zhang,Qin   Zhang (P),16,16,0
Fall2014,71694,CO 0309,D,3.000,Reserach Projects in Communication: The Capstone,"[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '09/02-12/08', 'location': 'CNS 2'}]",['MR 1100am-1215pm 09/02-12/08 CNS 2'],Qin   Zhang,Qin   Zhang (P),16,16,0
Fall2014,72910,CO 0322,A,3.000,Leadership Communication,"[{'days': 'MR', 'times': '1230pm-0145pm', 'dates': '09/02-12/08', 'location': 'CNS 301'}]",['MR 1230pm-0145pm 09/02-12/08 CNS 301'],Michael P.  Pagano,Michael P.  Pagano (P),20,20,0
Fall2014,71976,CO 0323,A,3.000,Gender and Organizing,"[{'days': 'MR', 'times': '0500pm-0615pm', 'dates': '09/04-12/08', 'location': 'DMH 349'}]",['MR 0500pm-0615pm 09/04-12/08 DMH 349'],Colleen E.  Arendt,Colleen E.  Arendt (P),15,11,4
Fall2014,72255,CO 0323,AAA,3.000,Gender and Organizing,"[{'days': 'MR', 'times': '0500pm-0615pm', 'dates': '09/04-12/08', 'location': 'DMH 349'}]",['MR 0500pm-0615pm 09/04-12/08 DMH 349'],Colleen E.  Arendt,Colleen E.  Arendt (P),4,2,2
Fall2014,72912,CO 0325,A,3.000,Organizational Communication and Advertising,"[{'days': 'MR', 'times': '0500pm-0615pm', 'dates': '09/02-12/08', 'location': 'DSB 109'}]",['MR 0500pm-0615pm 09/02-12/08 DSB 109'],Michael P.  Pagano,Michael P.  Pagano (P),20,12,8
Fall2014,72913,CO 0332,A,3.000,Children as Media Consumers,"[{'days': 'TF', 'times': '1230pm-0145pm', 'dates': '09/02-12/08', 'location': 'CNS 10'}]",['TF 1230pm-0145pm 09/02-12/08 CNS 10'],Mary Sallyanne   Ryan,Mary Sallyanne   Ryan (P),20,19,1
Fall2014,72914,CO 0345,A,3.000,Relational Communication,"[{'days': 'W', 'times': '1100am-0130pm', 'dates': '09/02-12/08', 'location': 'CNS 15'}]",['W 1100am-0130pm 09/02-12/08 CNS 15'],Qin   Zhang,Qin   Zhang (P),20,16,4
Fall2014,72753,CO 0397,01,3.000,Independent Study,[],[],Michael P.  Pagano,Michael P.  Pagano (P),0,0,0
Fall2014,70904,CO 0397,A,3.000,Independent Study 201409,[],[],TBA,TBA,0,0,0
Fall2014,70542,CO 0398,A,3.000,Internship 201409,[],[],Michael J.  Serazio,Michael J.  Serazio (P),4,12,-8
Fall2014,72372,CO 0400,01,3.000,"Communication Philosophies, Theories, and Research Traditions","[{'days': 'M', 'times': '0630pm-0900pm', 'dates': '09/08-10/26', 'location': 'DMH 349'}]",['M 0630pm-0900pm 09/08-10/26 DMH 349'],Colleen E.  Arendt,Colleen E.  Arendt (P),15,9,6
Fall2014,72373,CO 0420,01,3.000,Communication Research Design and Methodologies,"[{'days': 'M', 'times': '0630pm-0900pm', 'dates': '10/27-12/15', 'location': 'DMH 350'}]",['M 0630pm-0900pm 10/27-12/15 DMH 350'],David   Gudelunas,David   Gudelunas (P),15,10,5
Fall2014,73168,CO 0431,01,3.000,Media Law and Institutions,"[{'days': 'W', 'times': '0630pm-0900pm', 'dates': '09/03-12/17', 'location': 'CNS 303'}]",['W 0630pm-0900pm 09/03-12/17 CNS 303'],Gisela   Gil-Egui,Gisela   Gil-Egui (P),15,3,12
Fall2014,72375,CO 0497A,01,3.000,Topics: Gender and Organizing,"[{'days': 'MR', 'times': '0500pm-0615pm', 'dates': '09/04-12/08', 'location': 'DMH 349'}]",['MR 0500pm-0615pm 09/04-12/08 DMH 349'],Colleen E.  Arendt,Colleen E.  Arendt (P),5,1,4
Fall2014,73169,CO 0497F,01,3.000,Special Topics: Organizational Communication and Advertising,"[{'days': 'MR', 'times': '0500pm-0615pm', 'dates': '09/02-12/08', 'location': 'DSB 109'}]",['MR 0500pm-0615pm 09/02-12/08 DSB 109'],Michael P.  Pagano,Michael P.  Pagano (P),5,3,2
Fall2014,73170,CO 0500,01,3.000,Interpersonal Communication,"[{'days': 'R', 'times': '0630pm-0900pm', 'dates': '09/04-10/22', 'location': 'DMH 231'}]",['R 0630pm-0900pm 09/04-10/22 DMH 231'],Michael P.  Pagano,Michael P.  Pagano (P),15,9,6
Fall2014,72665,CO 0560,02,3.000,Thesis Proposal,[],[],Michael P.  Pagano,Michael P.  Pagano (P),0,2,-2
Fall2014,73296,CO 0560,03,3.000,Thesis Proposal,[],[],Gisela   Gil-Egui,Gisela   Gil-Egui (P),0,2,-2
Fall2014,73339,CO 0560,04,3.000,Thesis Proposal,[],[],Qin   Zhang,Qin   Zhang (P),0,1,-1
Fall2014,73272,CO 0561,04,3.000,Thesis Research,[],[],Qin   Zhang,Qin   Zhang (P),1,2,-1
Fall2014,73329,CO 0572,01,3.000,Continuing Project,[],[],David   Gudelunas,David   Gudelunas (P),0,1,-1
Fall2014,73074,CR 0246,A,3.000,Digital Electronics Design II,"[{'days': 'T', 'times': '0630pm-0900pm', 'dates': '09/02-12/09', 'location': 'BNW 129B'}]",['T 0630pm-0900pm 09/02-12/09 BNW 129B'],James P.  Cavallo,James P.  Cavallo (P),5,2,3
Fall2014,72202,CS 0232,A,3.000,Data Structures,"[{'days': 'MR', 'times': '1230pm-0145pm', 'dates': '09/02-12/08', 'location': 'BNW 340'}]",['MR 1230pm-0145pm 09/02-12/08 BNW 340'],Peter   Spoerri,Peter   Spoerri (P),20,8,12
Fall2014,72936,CS 0377,A,3.000,Numerical Analysis,"[{'days': 'MW', 'times': '0500pm-0615pm', 'dates': '09/03-12/08', 'location': 'BNW GR22'}]",['MW 0500pm-0615pm 09/03-12/08 BNW GR22'],Joan Wyzkoski  Weiss,Joan Wyzkoski  Weiss (P),7,4,3
Fall2014,70616,CN 0099,01,0.000,Comprehensive Exam in Clinical Mental Health Counseling,"[{'days': 'W', 'times': '0830am-0100pm', 'dates': '10/15-10/15', 'location': 'SON 124'}]",['W 0830am-0100pm 10/15-10/15 SON 124'],JoAnn M.  O'Connell,JoAnn M.  O'Connell (P),20,2,18
Fall2014,70617,CN 0099,02,0.000,Comprehensive Exam in School Counseling,"[{'days': 'W', 'times': '0830am-0100pm', 'dates': '10/15-10/15', 'location': 'SON 124'}]",['W 0830am-0100pm 10/15-10/15 SON 124'],JoAnn M.  O'Connell,JoAnn M.  O'Connell (P),20,11,9
Fall2014,72433,CN 0433,01,3.000,Multicultural Issues in Counseling,"[{'days': 'S', 'times': '0900am-0400pm', 'dates': '09/13-09/13', 'location': 'CNS 304'}, {'days': 'S', 'times': '0900am-0400pm', 'dates': '09/27-09/27', 'location': 'CNS 304'}, {'days': 'S', 'times': '0900am-0400pm', 'dates': '10/18-10/18', 'location': 'CNS 304'}, {'days': 'S', 'times': '0900am-0400pm', 'dates': '11/15-11/15', 'location': 'CNS 304'}, {'days': 'S', 'times': '0900am-0400pm', 'dates': '12/06-12/06', 'location': 'CNS 304'}]","['S 0900am-0400pm 09/13-09/13 CNS 304', 'S 0900am-0400pm 09/27-09/27 CNS 304', 'S 0900am-0400pm 09/27-09/27 CNS 304', 'S 0900am-0400pm 10/18-10/18 CNS 304', 'S 0900am-0400pm 10/18-10/18 CNS 304', 'S 0900am-0400pm 11/15-11/15 CNS 304', 'S 0900am-0400pm 11/15-11/15 CNS 304', 'S 0900am-0400pm 12/06-12/06 CNS 304', 'S 0900am-0400pm 12/06-12/06 CNS 304']",Tara B.  Malone,Tara B.  Malone (P),20,16,4
Fall2014,72434,CN 0447,01,3.000,Lifespan Human Development,"[{'days': 'M', 'times': '0455pm-0655pm', 'dates': '09/08-12/15', 'location': 'CNS 101'}]",['M 0455pm-0655pm 09/08-12/15 CNS 101'],Virginia A.  Kelly,Virginia A.  Kelly (P),10,13,-3
Fall2014,72437,CN 0455,01,3.000,Group Work: Theory & Practice,"[{'days': 'T', 'times': '0455pm-0655pm', 'dates': '09/02-12/16', 'location': 'CNS 5'}, {'days': 'T', 'times': '0455pm-0655pm', 'dates': '09/02-12/16', 'location': 'CNS 101'}]","['T 0455pm-0655pm 09/02-12/16 CNS 5', 'T 0455pm-0655pm 09/02-12/16 CNS 101', 'T 0455pm-0655pm 09/02-12/16 CNS 101']",Diana   Hulse,Diana   Hulse (P),0,14,-14
Fall2014,72438,CN 0457,01,3.000,Career Development: Theory and Practice,"[{'days': 'T', 'times': '0455pm-0655pm', 'dates': '09/02-12/16', 'location': 'CNS 306'}]",['T 0455pm-0655pm 09/02-12/16 CNS 306'],Rita G.  Koenig,Rita G.  Koenig (P),20,10,10
Fall2014,72439,CN 0465,01,3.000,Introduction to Substance Abuse and Addictions,"[{'days': 'R', 'times': '0455pm-0655pm', 'dates': '09/04-12/18', 'location': 'CNS 204'}]",['R 0455pm-0655pm 09/04-12/18 CNS 204'],Richard W.  Madwid,Richard W.  Madwid (P),10,5,5
Fall2014,73284,CN 0465,02,0.000,Introduction to Substance Abuse and Addictions,"[{'days': 'TBA', 'times': '1', 'dates': 'TBA', 'location': 'IDEA Course Eval - YES'}]",['TBA 1 TBA IDEA Course Eval - YES'],09/02-12/30,09/02-12/30,0,1,0
Fall2014,72440,CN 0468,01,3.000,Professional Issues in Counseling,"[{'days': 'R', 'times': '0615pm-0815pm', 'dates': '09/04-12/18', 'location': 'CNS 103'}]",['R 0615pm-0815pm 09/04-12/18 CNS 103'],Patricia A.  Morrissey,Patricia A.  Morrissey (P),20,9,11
Fall2014,72441,CN 0500,01,3.000,Theories of Counseling and Psychotherapy,"[{'days': 'T', 'times': '0455pm-0655pm', 'dates': '09/02-12/16', 'location': 'CNS 204'}]",['T 0455pm-0655pm 09/02-12/16 CNS 204'],Holly D.  Mensching,Holly D.  Mensching (P),20,10,10
Fall2014,73146,CN 0515,01,3.000,Trauma and Crisis Intervention,"[{'days': 'W', 'times': '0715pm-0915pm', 'dates': '09/03-12/17', 'location': 'CNS 103'}]",['W 0715pm-0915pm 09/03-12/17 CNS 103'],Leslie K.  Rogers,Leslie K.  Rogers (P),20,8,12
Fall2014,72444,CN 0553,02,3.000,Counseling Relationships and Skills,"[{'days': 'T', 'times': '0715pm-0915pm', 'dates': '09/02-12/16', 'location': 'CNS 306'}]",['T 0715pm-0915pm 09/02-12/16 CNS 306'],JoAnn M.  O'Connell,JoAnn M.  O'Connell (P),12,13,-1
Fall2014,72445,CN 0558,01,3.000,Counseling Practicum,"[{'days': 'W', 'times': '0400pm-0800pm', 'dates': '09/03-12/17', 'location': 'CNS 209'}, {'days': 'W', 'times': '0400pm-0800pm', 'dates': '09/03-12/17', 'location': 'CNS 5'}]","['W 0400pm-0800pm 09/03-12/17 CNS 209', 'W 0400pm-0800pm 09/03-12/17 CNS 5', 'W 0400pm-0800pm 09/03-12/17 CNS 5']",Diana   Hulse,Diana   Hulse (P),0,6,-6
Fall2014,72446,CN 0558,02,3.000,Counseling Practicum,"[{'days': 'W', 'times': '0500pm-0800pm', 'dates': '09/03-12/17', 'location': 'CNS 206'}]",['W 0500pm-0800pm 09/03-12/17 CNS 206'],JoAnn M.  O'Connell,JoAnn M.  O'Connell (P),0,4,-4
Fall2014,72448,CN 0565,01,3.000,Substance Abuse and the Family,"[{'days': 'R', 'times': '0455pm-0655pm', 'dates': '09/04-12/18', 'location': 'CNS 101'}]",['R 0455pm-0655pm 09/04-12/18 CNS 101'],Virginia A.  Kelly,Virginia A.  Kelly (P),10,11,-1
Fall2014,72449,CN 0566,01,3.000,Research Methodology,"[{'days': 'M', 'times': '0715pm-0915pm', 'dates': '09/08-12/15', 'location': 'CNS 101'}]",['M 0715pm-0915pm 09/08-12/15 CNS 101'],Virginia A.  Kelly,Virginia A.  Kelly (P),20,12,8
Fall2014,72451,CN 0590C,01,3.000,Internship: Clinical Mental Health Counseling,"[{'days': 'M', 'times': '0455pm-0655pm', 'dates': '09/08-12/15', 'location': 'CNS 5'}]",['M 0455pm-0655pm 09/08-12/15 CNS 5'],Tracey   Robert,Tracey   Robert (P),10,7,3
Fall2014,72454,CN 0590S,01,6.000,Internship: School Counseling,"[{'days': 'M', 'times': '0455pm-0655pm', 'dates': '09/08-12/15', 'location': 'CNS 304'}]",['M 0455pm-0655pm 09/08-12/15 CNS 304'],Pamela A.  Anderson,Pamela A.  Anderson (P),0,9,-9
Fall2014,72455,CN 0590S,02,6.000,Internship: School Counseling,"[{'days': 'M', 'times': '0455pm-0655pm', 'dates': '09/08-12/15', 'location': 'CNS 108'}]",['M 0455pm-0655pm 09/08-12/15 CNS 108'],JoAnn M.  O'Connell,JoAnn M.  O'Connell (P),0,9,-9
Fall2014,73266,CN 0595,01,3.000,Independent Study,[],[],Tracey   Robert,Tracey   Robert (P),0,1,-1
Fall2014,70215,EC 0011,A,3.000,Introduction to Microeconomics,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '09/02-12/08', 'location': 'CNS 303'}]",['MR 0930am-1045am 09/02-12/08 CNS 303'],Mark S.  Leclair,Mark S.  Leclair (P),25,28,-3
Fall2014,70217,EC 0011,C,3.000,Introduction to Microeconomics,"[{'days': 'M', 'times': '0500pm-0730pm', 'dates': '09/02-12/08', 'location': 'CNS 10'}]",['M 0500pm-0730pm 09/02-12/08 CNS 10'],Philip J.  Lane,Philip J.  Lane (P),25,28,-3
Fall2014,70216,EC 0011,C01,3.000,Introduction to Microeconomics,"[{'days': 'TF', 'times': '1100am-1215pm', 'dates': '09/02-12/08', 'location': 'CNS 203'}]",['TF 1100am-1215pm 09/02-12/08 CNS 203'],Anna-Maria   Aksan,Anna-Maria   Aksan (P),0,24,-24
Fall2014,70732,EC 0011,C02,3.000,Introduction to Microeconomics,"[{'days': 'TF', 'times': '1230pm-0145pm', 'dates': '09/02-12/08', 'location': 'CNS 106'}]",['TF 1230pm-0145pm 09/02-12/08 CNS 106'],Anna-Maria   Aksan,Anna-Maria   Aksan (P),0,27,-27
Fall2014,72258,EC 0011,C03,3.000,Introduction to Microeconomics,"[{'days': 'TF', 'times': '0800am-0915am', 'dates': '09/02-12/08', 'location': 'CNS 202'}]",['TF 0800am-0915am 09/02-12/08 CNS 202'],Thomas Joseph  Murray,Thomas Joseph  Murray (P),0,25,-25
Fall2014,72259,EC 0011,C04,3.000,Introduction to Microeconomics,"[{'days': 'TF', 'times': '1100am-1215pm', 'dates': '09/02-12/08', 'location': 'CNS 2'}]",['TF 1100am-1215pm 09/02-12/08 CNS 2'],Thomas Joseph  Murray,Thomas Joseph  Murray (P),0,22,-22
Fall2014,72640,EC 0011,C05,3.000,Introduction to Microeconomics,"[{'days': 'MR', 'times': '0200pm-0315pm', 'dates': '09/02-12/08', 'location': 'CNS 10'}]",['MR 0200pm-0315pm 09/02-12/08 CNS 10'],Randall S.  Hiller,Randall S.  Hiller (P),0,24,-24
Fall2014,72660,EC 0011,C06,3.000,Introduction to Microeconomics,"[{'days': 'MR', 'times': '0330pm-0445pm', 'dates': '09/02-12/08', 'location': 'CNS 10'}]",['MR 0330pm-0445pm 09/02-12/08 CNS 10'],Randall S.  Hiller,Randall S.  Hiller (P),0,24,-24
Fall2014,70218,EC 0011,D,3.000,Introduction to Microeconomics,"[{'days': 'MR', 'times': '0800am-0915am', 'dates': '09/02-12/08', 'location': 'CNS 202'}]",['MR 0800am-0915am 09/02-12/08 CNS 202'],William F.  Vasquez Mazariegos,William F.  Vasquez Mazariegos (P),25,26,-1
Fall2014,70219,EC 0011,E,3.000,Introduction to Microeconomics,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '09/02-12/08', 'location': 'CNS 202'}]",['MR 0930am-1045am 09/02-12/08 CNS 202'],William F.  Vasquez Mazariegos,William F.  Vasquez Mazariegos (P),25,27,-2
Fall2014,70221,EC 0011,F,3.000,Introduction to Microeconomics,"[{'days': 'MR', 'times': '0330pm-0445pm', 'dates': '09/02-12/08', 'location': 'CNS 9'}]",['MR 0330pm-0445pm 09/02-12/08 CNS 9'],Todd P.  Martin,Todd P.  Martin (P),25,25,0
Fall2014,70222,EC 0011,G,3.000,Introduction to Microeconomics,"[{'days': 'TF', 'times': '0330pm-0445pm', 'dates': '09/02-12/08', 'location': 'CNS 15'}]",['TF 0330pm-0445pm 09/02-12/08 CNS 15'],Todd P.  Martin,Todd P.  Martin (P),25,25,0
Fall2014,70730,EC 0011,H,3.000,Introduction to Microeconomics,"[{'days': 'MR', 'times': '0500pm-0615pm', 'dates': '09/02-12/08', 'location': 'CNS 9'}]",['MR 0500pm-0615pm 09/02-12/08 CNS 9'],Todd P.  Martin,Todd P.  Martin (P),25,25,0
Fall2014,70731,EC 0011,I,3.000,Introduction to Microeconomics,"[{'days': 'W', 'times': '0645pm-0930pm', 'dates': '09/02-12/08', 'location': 'CNS 208'}]",['W 0645pm-0930pm 09/02-12/08 CNS 208'],Mark S.  Leclair,Mark S.  Leclair (P),25,24,1
Fall2014,70733,EC 0011,K,3.000,Introduction to Microeconomics,"[{'days': 'T', 'times': '0630pm-0900pm', 'dates': '09/02-12/08', 'location': 'DMH 348'}]",['T 0630pm-0900pm 09/02-12/08 DMH 348'],Gerald A.  McCloghry,Gerald A.  McCloghry (P),25,24,1
Fall2014,71788,EC 0011,P,3.000,Introduction to Microeconomics,"[{'days': 'TF', 'times': '0500pm-0615pm', 'dates': '09/02-12/08', 'location': 'CNS 15'}]",['TF 0500pm-0615pm 09/02-12/08 CNS 15'],Todd P.  Martin,Todd P.  Martin (P),25,25,0
Fall2014,72236,EC 0011,Q,3.000,Introduction to Microeconomics,"[{'days': 'MR', 'times': '1230pm-0120pm', 'dates': '09/02-12/08', 'location': 'CNS 203'}, {'days': 'W', 'times': '1200pm-1250pm', 'dates': '09/02-12/08', 'location': 'CNS 203'}]","['MR 1230pm-0120pm 09/02-12/08 CNS 203', 'W 1200pm-1250pm 09/02-12/08 CNS 203', 'W 1200pm-1250pm 09/02-12/08 CNS 203']",Mark S.  Leclair,Mark S.  Leclair (P),25,27,-2
Fall2014,73192,EC 0011,R,3.000,Introduction to Microeconomics,"[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '09/02-12/08', 'location': 'CNS 202'}]",['MR 1100am-1215pm 09/02-12/08 CNS 202'],William F.  Vasquez Mazariegos,William F.  Vasquez Mazariegos (P),25,26,-1
Fall2014,73207,EC 0011,S,3.000,Introduction to Microeconomics,"[{'days': 'MR', 'times': '0800am-0915am', 'dates': '09/02-12/08', 'location': 'CNS 9'}]",['MR 0800am-0915am 09/02-12/08 CNS 9'],Michael Jude  Gallagher,Michael Jude  Gallagher (P),25,25,0
Fall2014,73208,EC 0011,T,3.000,Introduction to Microeconomics,"[{'days': 'MR', 'times': '0200pm-0315pm', 'dates': '09/02-12/08', 'location': 'CNS 15'}]",['MR 0200pm-0315pm 09/02-12/08 CNS 15'],Michael Jude  Gallagher,Michael Jude  Gallagher (P),25,25,0
Fall2014,73209,EC 0011,U,3.000,Introduction to Microeconomics,"[{'days': 'MR', 'times': '0330pm-0445pm', 'dates': '09/02-12/08', 'location': 'CNS 15'}]",['MR 0330pm-0445pm 09/02-12/08 CNS 15'],Michael Jude  Gallagher,Michael Jude  Gallagher (P),25,25,0
Fall2014,73210,EC 0011,V,3.000,Introduction to Microeconomics,"[{'days': 'TF', 'times': '0800am-0915am', 'dates': '09/02-12/08', 'location': 'CNS 9'}]",['TF 0800am-0915am 09/02-12/08 CNS 9'],Michael Jude  Gallagher,Michael Jude  Gallagher (P),25,24,1
